"ISIC Rev. 4","CPC 2.1","CPA 2.1","Review","Redundancy","Unmatched","NoMatchFromA","NoMatchFromB","ISIC Rev. 4_Description","CPC 2.1_CPC21title","CPA 2.1_Name","CPA 2.1_Include","CPA 2.1_Exclude","CPA 2.1_URI","ISIC Rev. 4_ISIC4partial","ISIC Rev. 4_CPC21partial","CPA 2.1_CPA 2.1 label","CPA 2.1_CPC 2.1 label","CPA 2.1_Count of CPA 2.1","CPA 2.1_Count of CPC 2.1","CPA 2.1_Comment"
"","","10.52.1","","0","1","","1","","","Ice cream and other edible ice","","","10521","","","","","","",""
"","","10.52.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of ice cream","","","10529","","","","","","",""
"","","10.6","","0","1","","1","","","Grain mill products, starches and starch products","","","106","","","","","","",""
"","","10.61","","0","1","","1","","","Grain mill products","","","1061","","","","","","",""
"","","10.61.1","","0","1","","1","","","Rice, semi- or wholly milled, or husked or broken","","","10611","","","","","","",""
"","","10.61.2","","0","1","","1","","","Cereal and vegetable flour; mixes thereof","","","10612","","","","","","",""
"","","10.61.3","","0","1","","1","","","Groats, meal and pellets and other cereal grain products","","","10613","","","","","","",""
"","","10.61.4","","0","1","","1","","","Bran, sharps and other residues from the working of cereals","","","10614","","","","","","",""
"","39120","10.61.40","","0","1","","0","","Bran and other residues from the working of cereals or legumes; vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding n.e.c.","Bran, sharps and other residues from the working of cereals","","","106140","","","Bran, sharps and other residues from the working of cereals","Bran and other residues from the working of cereals or legumes; vegetable materials and vegetable waste, vegetable residues and by-products, whether or not in the form of pellets, of a kind used in animal feeding n.e.c.","1","2",""
"","","10.61.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of grain mill products","","","10619","","","","","","",""
"","","10.62","","0","1","","1","","","Starches and starch products","","","1062","","","","","","",""
"","","10.62.1","","0","1","","1","","","Starches and starch products; sugars and sugar syrups n.e.c.","","","10621","","","","","","",""
"","","10.62.2","","0","1","","1","","","Residues of starch manufacture and similar residues","","","10622","","","","","","",""
"","39130","10.62.20","","0","1","","0","","Residues of starch manufacture and similar residues","Residues of starch manufacture and similar residues","","","106220","","","Residues of starch manufacture and similar residues","Residues of starch manufacture and similar residues","1","1",""
"","","10.62.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of starches and starch products","","","10629","","","","","","",""
"","","10.7","","0","1","","1","","","Bakery and farinaceous products","","","107","","","","","","",""
"","","10.71","","0","1","","1","","","Bread; fresh pastry goods and cakes","","","1071","","","","","","",""
"","","10.71.1","","0","1","","1","","","Bread, fresh pastry goods and cakes","","","10711","","","","","","",""
"","","10.71.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of fresh or frozen bread, pastry goods and cakes","","","10719","","","","","","",""
"","","10.72","","0","1","","1","","","Rusks and biscuits; preserved pastry goods and cakes","","","1072","","","","","","",""
"","","10.72.1","","0","1","","1","","","Rusks and biscuits; preserved pastry goods and cakes","","","10721","","","","","","",""
"","","10.72.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of rusks and biscuits; preserved pastry goods and cakes","","","10729","","","","","","",""
"","","10.73","","0","1","","1","","","Macaroni, noodles, couscous and similar farinaceous products","","","1073","","","","","","",""
"","","10.73.1","","0","1","","1","","","Macaroni, noodles, couscous and similar farinaceous products","","","10731","","","","","","",""
"","","10.73.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of macaroni, noodles, couscous and similar farinaceous products","","","10739","","","","","","",""
"","","10.8","","0","1","","1","","","Other food products","","","108","","","","","","",""
"","","10.81","","0","1","","1","","","Sugar","","This class excludes:
- glucose, glucose syrup, maltose, see 10.62.13","1081","","","","","","",""
"","","10.81.1","","0","1","","1","","","Raw or refined cane or beet sugar; molasses","","","10811","","","","","","",""
"","","10.81.2","","0","1","","1","","","Beet-pulp, bagasse and other waste of sugar manufacture","","","10812","","","","","","",""
"","39141","10.81.20","","1","1","","0","","Bagasse","Beet-pulp, bagasse and other waste of sugar manufacture","","","108120","","","Beet-pulp, bagasse and other waste of sugar manufacture","Bagasse","2","1",""
"","39149","10.81.20","","1","1","","0","","Beet-pulp and other waste of sugar manufacture","Beet-pulp, bagasse and other waste of sugar manufacture","","","108120","","","Beet-pulp, bagasse and other waste of sugar manufacture","Beet-pulp and other waste of sugar manufacture","2","1",""
"","","10.81.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of sugar","","","10819","","","","","","",""
"","","10.82","","0","1","","1","","","Cocoa, chocolate and sugar confectionery","","","1082","","","","","","",""
"","","10.82.1","","0","1","","1","","","Cocoa paste, whether or not defatted, cocoa butter, fat and oil, cocoa powder","","","10821","","","","","","",""
"","","10.82.2","","0","1","","1","","","Chocolate and sugar confectionery","","","10822","","","","","","",""
"","","10.82.3","","0","1","","1","","","Cocoa shells, husks, skins and other cocoa waste","","","10823","","","","","","",""
"","39150","10.82.30","","0","1","","0","","Cocoa shells, husks, skins and other cocoa waste; coffee husks and skins","Cocoa shells, husks, skins and other cocoa waste","","","108230","","","Cocoa shells, husks, skins and other cocoa waste","Cocoa shells, husks, skins and other cocoa waste; coffee husks and skins","1","2",""
"","","10.82.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of cocoa, chocolate and sugar confectionery","","","10829","","","","","","",""
"","","10.83","","0","1","","1","","","Processed tea and coffee","","","1083","","","","","","",""
"","","10.83.1","","0","1","","1","","","Processed tea and coffee","","","10831","","","","","","",""
"","39150","10.83.12","","0","1","","0","","Cocoa shells, husks, skins and other cocoa waste; coffee husks and skins","Coffee substitutes; extracts, essences and concentrates of coffee or coffee substitutes; coffee husks and skins","","","108312","","","Coffee substitutes; extracts, essences and concentrates of coffee or coffee substitutes; coffee husks and skins","Cocoa shells, husks, skins and other cocoa waste; coffee husks and skins","2","2",""
"","","10.83.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of coffee and tea","","","10839","","","","","","",""
"","","10.84","","0","1","","1","","","Condiments and seasonings","","","1084","","","","","","",""
"","","10.84.1","","0","1","","1","","","Vinegar; sauces; mixed condiments; mustard flour or meal; prepared mustard","","","10841","","","","","","",""
"","","10.84.2","","0","1","","1","","","Spices, processed","","","10842","","","","","","",""
"","","10.84.3","","0","1","","1","","","Food-grade salt","","","10843","","","","","","",""
"","","10.84.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of condiments and seasonings","","","10849","","","","","","",""
"","","10.85","","0","1","","1","","","Prepared meals and dishes","","","1085","","","","","","",""
"","","10.85.1","","0","1","","1","","","Prepared meals and dishes","This category includes:
- ready (i.e. prepared, seasoned and cooked) meals and dishes, in vacuum-packaged, frozen or canned form. These dishes are usually packaged and labelled for re-sale.","This category excludes:
- food consisting of less than two components, see the appropriate part of division 10, 
- soups and stocks, see 10.89.11 
- ready-perishable foods, see 10.89.16
- wholesale of ready meals and dishes, see 46.38
- retail sale of ready meals and dishes in stores, see the appropriate part of division 47 
- ready-made meals prepared in catering establishments for immediate consumption, see the appropriate part of division 56","10851","","","","","","",""
"","","10.85.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of prepared meals and dishes","","","10859","","","","","","",""
"","","10.86","","0","1","","1","","","Homogenised food preparations and dietetic food","","","1086","","","","","","",""
"","","10.86.1","","0","1","","1","","","Homogenised food preparations and dietetic food","","","10861","","","","","","",""
"","","10.86.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of homogenised food preparations and dietetic food","","","10869","","","","","","",""
"","","10.89","","0","1","","1","","","Other food products n.e.c.","","","1089","","","","","","",""
"","","10.89.1","","0","1","","1","","","Soups, eggs, yeasts and other food products; extracts and juices of meat, fish and aquatic invertebrates","","","10891","","","","","","",""
"","","10.89.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of other food products n.e.c.","","","10899","","","","","","",""
"","","10.9","","0","1","","1","","","Prepared animal feeds","","","109","","","","","","",""
"","","10.91","","0","1","","1","","","Prepared feeds for farm animals","","","1091","","","","","","",""
"","","10.91.1","","0","1","","1","","","Prepared feeds for farm animals, except lucerne meal and pellets","","This category excludes:
- lucerne (alfalfa) meal and pellets, see 10.91.20","10911","","","","","","",""
"","","10.91.2","","0","1","","1","","","Lucerne (alfalfa) meal and pellets","","","10912","","","","","","",""
"","","10.91.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of prepared feeds for farm animals","","","10919","","","","","","",""
"","","10.92","","0","1","","1","","","Prepared pet foods","","","1092","","","","","","",""
"","","10.92.1","","0","1","","1","","","Prepared pet foods","","","10921","","","","","","",""
"","","10.92.9","","0","1","","1","","","Sub-contracted operations as part of manufacturing of prepared pet foods","","","10929","","","","","","",""
"","","11","","0","1","","1","","","Beverages","","This division excludes:
- fruit and vegetable juices, see 10.32.1
- non-alcoholic beverages based on milk, see 10.51.5
- coffee, tea and maté (Paraguay tea), see 10.83.1","11","","","","","","",""
