CPA 2.1,Name,Include,Exclude,URI
08.11.20,Limestone and gypsum,,,081120
08.11.3,Chalk and uncalcined dolomite,,,08113
08.11.30,Chalk and uncalcined dolomite,,"This subcategory excludes:
- dolomite crushed or broken, used for concrete aggregates, for road metalling or for railway ballast or other aggregates, see 08.12.12",081130
08.11.4,Slate,,,08114
08.11.40,Slate,,,081140
08.12,"Gravel, sand, clays and kaolin",,,0812
08.12.1,Gravel and sand,,,08121
08.12.11,Natural sands,,,081211
08.12.12,"Granules, chippings and powder; pebbles, gravel",,,081212
08.12.13,"Mixtures of slag and similar industrial waste products, whether or not incorporating pebbles, gravel, shingle and flint for construction use",,,081213
08.12.2,Clays and kaolin,,,08122
08.12.21,Kaolin and other kaolinic clays,,,081221
08.12.22,"Other clays, andalusite, kyanite and sillimanite; mullite; chamotte or dinas earths",,,081222
08.9,Mining and quarrying products n.e.c.,,,089
08.91,Chemical and fertiliser minerals,,,0891
08.91.1,Chemical and fertiliser minerals,,,08911
08.91.11,Natural calcium or aluminium calcium phosphates,,,089111
08.91.12,Unroasted iron pyrites; crude or unrefined sulphur,,,089112
08.91.19,Other chemical and fertiliser minerals,,,089119
08.92,Peat,,,0892
08.92.1,Peat,,,08921
08.92.10,Peat,,"This subcategory excludes:
- briquettes, ovoids and similar solid fuels manufactured from peat, see 19.20.13
- potting soils with peat as main constituent, see 20.15.80
- 	articles of peat, see 23.99.19",089210
08.93,Salt and pure sodium chloride; sea water,,,0893
08.93.1,Salt and pure sodium chloride; sea water,,,08931
08.93.10,Salt and pure sodium chloride; sea water,,"This subcategory excludes:
- food-grade salt, see 10.84.30",089310
08.99,Other mining and quarrying products n.e.c.,,,0899
08.99.1,"Bitumen and asphalt, natural; asphaltites and asphaltic rock",,,08991
08.99.10,"Bitumen and asphalt, natural; asphaltites and asphaltic rock",,,089910
08.99.2,"Precious and semi-precious stones; industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives; other minerals",,,08992
08.99.21,"Precious and semi-precious stones (excluding industrial diamonds), unworked or simply sawn or roughly shaped",,"This subcategory excludes:
- industrial diamonds, see 08.99.22",089921
08.99.22,"Industrial diamonds, unworked or simply sawn, cleaved or bruted; pumice stone; emery; natural corundum, natural garnet and other natural abrasives",,,089922
08.99.29,Other minerals,,,089929
09,Mining support services,,"This division excludes: 
- specialised repair services of mining machinery, see 33.12.24
- services related to liquefaction and regasification of natural gas for transportation off the mine site, see 52.21",09
09.1,Support services to petroleum and natural gas extraction,,,091
09.10,Support services to petroleum and natural gas extraction,,,0910
09.10.1,Support services to petroleum and natural gas extraction,,"This category excludes:
- services performed by operators of oil or gas fields, see 06.10, 06.20
- specialised repair services of mining machinery, see 33.12.24",09101
09.10.11,Drilling services to petroleum and natural gas extraction,"This subcategory includes:
- directional drilling and redrilling; ""spudding in""; cementing oil and gas well casings; draining and pumping of wells; plugging and abandoning wells etc.
- test drilling in connection with petroleum and gas extraction","This subcategory excludes:
- geological, geophysical and related prospecting and consulting services, see 71.12.3",091011
09.10.12,"Derrick erection, repair and dismantling services and related support services to petroleum and natural gas extraction",,,091012
09.10.13,Liquefaction and regasification services of natural gas for transportation done at the mine site,,"This subcategory excludes:
- liquefaction and regasification of natural gas for purpose of transport, done off the mine site, see 52.21",091013
09.9,Support services to other mining and quarrying,,,099
09.90,Support services to other mining and quarrying,,,0990
09.90.1,Support services to other mining and quarrying,"This category includes support services on a fee or contract basis, required for mining activities of divisions 05, 07 and 08, such as:
- draining and pumping of mines
- test drilling in connection with mining
- exploration services in connection with mining","This category excludes:
- services performed by operators of mines or quarries, see divisions 05, 07 or 08
- specialised repair services of mining machinery, see 33.12.24
- geological, geophysical and related prospecting and consulting services, see 71.12.3",09901
09.90.11,Support services to hard coal extraction,"This subcategory includes support services on a fee or contract basis, required for mining activities of group 05.1, such as:
- draining and pumping of mines
- test drilling in connection with mining
- exploration services in connection with mining",,099011
09.90.19,Support services to other mining and quarrying n.e.c.,"This subcategory includes support services on a fee or contract basis, required for mining activities of divisions 05, 07 and 08, such as:
- draining and pumping of mines
- test drilling in connection with mining
- exploration services in connection with mining","This subcategory excludes:
- support services for hard coal mining activities, see 09.90.19",099019
10,Food products,"This division includes: 
- a variety of products that are the effect of farming, forestry, hunting and fishing, such as meat, fish, fruits and vegetables, fats and oils, dairy products, grain mill products, animal feeds and other food products intended for humans or animals
- semi-finished products that are not directly food products 
- by-products of different value in use (e.g. the hides, oil-cake from the production of vegetable oils)
- treatment of slaughterhouse waste/waste seized at slaughterhouses/for the production of animal feed","This division excludes:
- processing of food waste and waste from the production of beverages into secondary raw materials, see 38.3, and their removal, see 38.21
- food preparation for immediate consumption (e.g. in restaurants), see 56.10.1
- services related to the packaging of meat carried out on a fee or contract basis, see 82.92.10",10
10.1,Preserved meat and meat products,,,101
10.11,Processed and preserved meat,,,1011
10.11.1,"Meat of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled",,,10111
10.11.11,"Meat of bovine animals, fresh or chilled",,,101111
10.11.12,"Meat of swine, fresh or chilled",,,101112
10.11.13,"Meat of sheep, fresh or chilled",,,101113
10.11.14,"Meat of goats, fresh or chilled",,,101114
10.11.15,"Meat of horses and other equines, fresh or chilled",,,101115
10.11.2,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled",,,10112
10.11.20,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, fresh or chilled",,,101120
10.11.3,Frozen meat and edible offal; other meat and edible offal,,,10113
10.11.31,"Meat of bovine animals, frozen",,,101131
10.11.32,"Meat of swine, frozen",,,101132
10.11.33,"Meat of sheep, frozen",,,101133
10.11.34,"Meat of goats, frozen",,,101134
10.11.35,"Meat of horses and other equines, frozen",,,101135
10.11.39,"Other meat and edible offal, fresh, chilled or frozen",,,101139
10.11.4,"Pulled wool and raw hides and skins of bovine or equine animals, sheep and goats",,,10114
10.11.41,"Pulled wool, greasy, including fleece-washed pulled wool",,"This subcategory excludes:
- 	shorn wool from sheep and goats, greasy, see 01.45.30",101141
10.11.42,Whole raw hides and skins of bovine or equine animals,,,101142
10.11.43,Other raw hides and skins of bovine or equine animals,,,101143
10.11.44,Raw hides and skins of sheep or lambs,,,101144
10.11.45,Raw hides and skins of goats or kids,,,101145
10.11.5,"Fats of bovine animals, sheep, goats or pigs",,,10115
10.11.50,"Fats of bovine animals, sheep, goats or pigs",,,101150
10.11.6,"Raw offal, inedible",,,10116
10.11.60,"Raw offal, inedible",,"This subcategory excludes:
- bladders, intestines and other waste of fish, see 10.20.42",101160
10.11.9,Sub-contracted operations as part of manufacturing of processed and preserved meat,,,10119
10.11.99,Sub-contracted operations as part of manufacturing of processed and preserved meat,,,101199
10.12,Processed and preserved poultry meat,,,1012
10.12.1,"Meat of poultry, fresh or chilled",,,10121
10.12.10,"Meat of poultry, fresh or chilled",,,101210
10.12.2,"Meat of poultry, frozen",,,10122
10.12.20,"Meat of poultry, frozen",,,101220
10.12.3,Fats of poultry,,,10123
10.12.30,Fats of poultry,,,101230
10.12.4,Edible offal of poultry,,,10124
10.12.40,Edible offal of poultry,,,101240
10.12.5,Feathers and skins of birds with feathers,,,10125
10.12.50,Feathers and skins of birds with feathers,,,101250
10.12.9,Sub-contracted operations as part of manufacturing of processed and preserved poultry meat,,,10129
10.12.99,Sub-contracted operations as part of manufacturing of processed and preserved poultry meat,,,101299
10.13,Meat and poultry meat products,,,1013
10.13.1,"Preserves and preparations of meat, meat offal or blood",,,10131
10.13.11,"Swine meat, cuts, salted, dried or smoked (bacon and ham)",,,101311
10.13.12,"Bovine meat, salted, dried or smoked",,,101312
10.13.13,"Other meat and edible meat offal, salted, in brine, dried or smoked (excluding swine and bovine meat); edible flours and meals of meat or meat offal",,"This subcategory excludes:
- meat of bovine animals and swine, see 10.11.1",101313
10.13.14,"Sausages and similar products of meat, offal or blood",,,101314
10.13.15,"Other prepared and preserved meat, meat offal or blood",,"This subcategory excludes:
- prepared meat and offal dishes, see 10.85.11
- soups containing meat, see 10.89.11
- extracts and juices of meat, see 10.89.14",101315
10.13.16,"Flours, meals and pellets of meat unfit for human consumption; greaves","This subcategory includes:
- rendered protein products from animal tissues, including bone, exclusive of any added blood, hair, hoof, horn, hide trimmings, manure, stomach and rumen contents",,101316
10.13.9,Cooking and other preparation services for the production of meat products; sub-contracted operations as part of manufacturing of meat and poultry meat products,,,10139
10.13.91,Cooking and other preparation services for the production of meat products,"This subcategory includes:
- cooking and other treatment services of meat and meat products","This subcategory excludes:
- extraction services of animal oils and fats, see 10.41.1",101391
10.13.99,Sub-contracted operations as part of manufacturing of meat and poultry meat products,,,101399
10.2,"Processed and preserved fish, crustaceans and molluscs",,,102
10.20,"Processed and preserved fish, crustaceans and molluscs",,"This class excludes:
- 	fats and oils of fish and marine mammals, see 10.41.12 
-	 prepared meals and dishes based on fish, crustaceans and molluscs, see 10.85.12
- fish soups, see 10.89.11",1020
10.20.1,"Fish, fresh, chilled or frozen",,,10201
10.20.11,"Fish fillets and other fish meat (whether or not minced), fresh or chilled",,,102011
10.20.12,"Fish livers and roes, fresh or chilled",,,102012
10.20.13,"Fish, frozen",,,102013
10.20.14,"Fish fillets, frozen",,,102014
10.20.15,"Fish meat (whether or not minced), frozen",,,102015
10.20.16,"Fish livers and roes, frozen",,,102016
10.20.2,"Fish, otherwise prepared or preserved; caviar and caviar substitutes",,,10202
10.20.21,"Fish fillets, dried, salted or in brine, but not smoked",,,102021
10.20.22,"Fish livers, roes, fins, heads, tails, maws and other edible offal dried, smoked, salted or in brine; flours, meals and pellets of fish, fit for human consumption",,,102022
10.20.23,"Fish, dried, whether or not salted, or in brine",,,102023
10.20.24,"Fish, including fillets, smoked",,,102024
10.20.25,"Fish, otherwise prepared or preserved, except prepared fish dishes",,"This subcategory excludes:
- prepared meals and dishes based on fish, see 10.85.12",102025
10.20.26,Caviar and caviar substitutes,,,102026
10.20.3,"Crustaceans, molluscs, seaweed and other aquatic invertebrates, frozen, prepared or preserved",,,10203
10.20.31,"Crustaceans frozen, dried, salted or in brine",,,102031
10.20.32,"Molluscs, frozen, dried, salted or in brine",,,102032
10.20.33,"Other aquatic invertebrates and seaweed, frozen, dried, salted or in brine",,,102033
10.20.34,"Crustaceans, molluscs and other aquatic invertebrates and seaweed, otherwise prepared or preserved",,,102034
10.20.4,"Flours, meals and pellets, unfit for human consumption, and other products n.e.c. of fish or of crustaceans, molluscs or other aquatic invertebrates or seaweed",,,10204
10.20.41,"Flours, meals and pellets of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed, unfit for human consumption",,,102041
10.20.42,"Other inedible products of fish, crustaceans, molluscs or other aquatic invertebrates or seaweed",,"This subcategory excludes:
- fish fins, heads, tails and other edible offal dried, smoked, salted or in brine, see 10.20.22",102042
10.20.9,"Smoking and other preservation and preparation services for manufacture of fish products; sub-contracted operations as part of manufacturing of processed and preserved fish, crustaceans and molluscs",,,10209
10.20.91,Smoking and other preservation and preparation services for manufacture of fish products,"This subcategory includes:
- cooking, smoking, salting, drying and other treatment services of fish and fish products","This subcategory excludes:
- extraction services of animal oils and fats, see 10.41.1",102091
10.20.99,"Sub-contracted operations as part of manufacturing of processed and preserved fish, crustaceans and molluscs",,,102099
10.3,Processed and preserved fruit and vegetables,,,103
10.31,Processed and preserved potatoes,,,1031
10.31.1,Processed and preserved potatoes,,,10311
10.31.11,"Potatoes, frozen",,,103111
10.31.12,Dried potatoes whether or not cut or sliced but not further prepared,,,103112
10.31.13,"Dried potatoes in the form of flour, meal, flakes, granulates and pellets",,,103113
10.31.14,Potatoes prepared or preserved,,,103114
