NAICS 2017,NACE Rev. 2,NACE Rev. 2,US NAICS 2017,Notes
316992,15.12,"Manufacture of luggage, handbags and the like, saddlery and harness",Women's Handbag and Purse Manufacturing,
316998,15.12,"Manufacture of luggage, handbags and the like, saddlery and harness",All Other Leather Good and Allied Product Manufacturing,"Except leather garments and leather footwear cut stock (uppers, soles, etc.)"
339991,15.12,"Manufacture of luggage, handbags and the like, saddlery and harness","Gasket, Packing, and Sealing Device Manufacturing",Leather gaskets
316210,15.20,Manufacture of footwear,Footwear Manufacturing,
316998,15.20,Manufacture of footwear,All Other Leather Good and Allied Product Manufacturing,"Footwear cut stock (uppers, soles, etc.)"
113310,16.10,Sawmilling and planing of wood,Logging,"Production of wood chips in the forest, portable chipper mills"
321113,16.10,Sawmilling and planing of wood,Sawmills,Except shingles and shakes made in sawmills
321114,16.10,Sawmilling and planing of wood,Wood Preservation,
321912,16.10,Sawmilling and planing of wood,"Cut Stock, Resawing Lumber, and Planing","Cutting, resawing, or planing lumber initially cut in other locations"
321918,16.10,Sawmilling and planing of wood,Other Millwork (including Flooring),Unassembled wooden flooring
321999,16.10,Sawmilling and planing of wood,All Other Miscellaneous Wood Product Manufacturing,"Excelsior, wood wool, kiln drying of lumber"
321211,16.21,Manufacture of veneer sheets and wood-based panels,Hardwood Veneer and Plywood Manufacturing,
321212,16.21,Manufacture of veneer sheets and wood-based panels,Softwood Veneer and Plywood Manufacturing,
321213,16.21,Manufacture of veneer sheets and wood-based panels,Engineered Wood Member (except Truss) Manufacturing,LVL (laminated veneer lumber) and similar
321219,16.21,Manufacture of veneer sheets and wood-based panels,Reconstituted Wood Product Manufacturing,
321918,16.22,Manufacture of assembled parquet floors,Other Millwork (including Flooring),
321113,16.23,Manufacture of other builders' carpentry and joinery,Sawmills,Shingles and shakes made in sawmills
321213,16.23,Manufacture of other builders' carpentry and joinery,Engineered Wood Member (except Truss) Manufacturing,"Fabricated wood I-joists, and similar fabricated engineered wood members"
321214,16.23,Manufacture of other builders' carpentry and joinery,Truss Manufacturing,
321911,16.23,Manufacture of other builders' carpentry and joinery,Wood Window and Door Manufacturing,
321912,16.23,Manufacture of other builders' carpentry and joinery,"Cut Stock, Resawing Lumber, and Planing",Dimension lumber (i.e. building lumber or solid wood structural members) made by cutting resawing or planing purchased rough lumber
321991,16.23,Manufacture of other builders' carpentry and joinery,Manufactured Home (Mobile Home) Manufacturing,
321992,16.23,Manufacture of other builders' carpentry and joinery,Prefabricated Wood Building Manufacturing,
337215,16.23,Manufacture of other builders' carpentry and joinery,"Showcase, Partition, Shelving, and Locker Manufacturing",Wood partitions (except free standing)
321920,16.24,Manufacture of wooden containers,Wood Container and Pallet Manufacturing,Except wooden jewellery boxes
321999,16.24,Manufacture of wooden containers,All Other Miscellaneous Wood Product Manufacturing,Wooden cable reels (cable drums)
321912,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Cut Stock, Resawing Lumber, and Planing",Blocks for the manufacture of smoking pipes
321920,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Wood Container and Pallet Manufacturing,"Jewellery boxes, wood or part wood"
321999,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",All Other Miscellaneous Wood Product Manufacturing,"Except excelsior, wood wool, kiln drying of lumber, cable drums, plastic shoe lasts, and furniture"
324199,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",All Other Petroleum and Coal Products Manufacturing,Fire logs made of pressed wood and purchased refined petroleum binders
337920,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Blind and Shade Manufacturing,Wooden window blinds and curtain and drapery rods and fixtures
339940,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Office Supplies (except Paper) Manufacturing,Frames for artists' canvases
339950,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",Sign Manufacturing,Wooden signs
339991,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials","Gasket, Packing, and Sealing Device Manufacturing",Cork gaskets
339999,16.29,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",All Other Miscellaneous Manufacturing,Wooden mirror and picture frames
322110,17.11,Manufacture of pulp,Pulp Mills,
322121,17.12,Manufacture of paper and paperboard,Paper (except Newsprint) Mills,Paper mills
322122,17.12,Manufacture of paper and paperboard,Newsprint Mills,
322130,17.12,Manufacture of paper and paperboard,Paperboard Mills,Paperboard
322220,17.12,Manufacture of paper and paperboard,Paper Bag and Coated and Treated Paper Manufacturing,"Laminating purchased foil and purchased paper, paper as primary component; coating and laminating paper for other than packaging uses; coating purchased paperboard"
322299,17.12,Manufacture of paper and paperboard,All Other Converted Paper Product Manufacturing,Crepe paper (or crinkling paper) made from purchased paper
339940,17.12,Manufacture of paper and paperboard,Office Supplies (except Paper) Manufacturing,Bulk carbon paper or stencil paper in rolls or large sheets
322121,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Paper (except Newsprint) Mills,Corrugated paper or paperboard or containers made in paper mills
322130,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Paperboard Mills,Corrugated paperboard or containers made in paperboard mills
322211,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Corrugated and Solid Fiber Box Manufacturing,
322212,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Folding Paperboard Box Manufacturing,
322219,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Other Paperboard Container Manufacturing,"Except cones, bobbins, spools, paper cups, dishes, straws, etc. made from purchased paper or paperboard"
322220,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,Paper Bag and Coated and Treated Paper Manufacturing,Except foil bag manufacturing
322299,17.21,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,All Other Converted Paper Product Manufacturing,Die-cut paper products (except office use) made from purchased paper or paperboard
322121,17.22,Manufacture of household and sanitary goods and of toilet requisites,Paper (except Newsprint) Mills,Manufacture of other articles of paper in paper mills
322130,17.22,Manufacture of household and sanitary goods and of toilet requisites,Paperboard Mills,Manufacture of other articles of paper in paperboard mills
322219,17.22,Manufacture of household and sanitary goods and of toilet requisites,Other Paperboard Container Manufacturing,
322291,17.22,Manufacture of household and sanitary goods and of toilet requisites,Sanitary Paper Product Manufacturing,
322299,17.22,Manufacture of household and sanitary goods and of toilet requisites,All Other Converted Paper Product Manufacturing,Except crepe paper and die-cut paper products (except office use) made from purchased paper
322121,17.23,Manufacture of paper stationery,Paper (except Newsprint) Mills,Manufacture of other articles of paper in paper mills
322130,17.23,Manufacture of paper stationery,Paperboard Mills,Manufacture of other articles of paper in paperboard mills
322220,17.23,Manufacture of paper stationery,Paper Bag and Coated and Treated Paper Manufacturing,"Labels, gummed stock (including printing done at the same establishment)"
322230,17.23,Manufacture of paper stationery,Stationery Product Manufacturing,
322299,17.23,Manufacture of paper stationery,All Other Converted Paper Product Manufacturing,Except crepe paper and die-cut paper products (except office use) made from purchased paper
323111,17.23,Manufacture of paper stationery,Commercial Printing (except Screen and Books),Except printing only of looseleaf fillers and looseleaf binding fittings
339940,17.23,Manufacture of paper stationery,Office Supplies (except Paper) Manufacturing,"Ready to use carbon paper, duplicator stencils, etc."
322220,17.24,Manufacture of wallpaper,Paper Bag and Coated and Treated Paper Manufacturing,"Wallpaper, paper pressure sensitive tape"
322219,17.29,Manufacture of other articles of paper and paperboard,Other Paperboard Container Manufacturing,"Cones, bobbins, spools, paper cups, dishes, straws, etc. made from purchased paper or paperboard"
322220,17.29,Manufacture of other articles of paper and paperboard,Paper Bag and Coated and Treated Paper Manufacturing,"Chipboard, coated or laminated, made from purchased paperboard"
322299,17.29,Manufacture of other articles of paper and paperboard,All Other Converted Paper Product Manufacturing,Except crepe paper and die-cut paper products (except office use) made from purchased paper
332992,17.29,Manufacture of other articles of paper and paperboard,Small Arms Ammunition Manufacturing,Ammunition wads
339991,17.29,Manufacture of other articles of paper and paperboard,"Gasket, Packing, and Sealing Device Manufacturing",Paper or paperboard gaskets made from purchased paper
323111,18.11,Printing of newspapers,Commercial Printing (except Screen and Books),
323113,18.11,Printing of newspapers,Commercial Screen Printing,Except screen printing on made up textile products and apparel
323111,18.12,Other printing,Commercial Printing (except Screen and Books),"Lithographic, gravure, flexographic, digital, quick, and other commercial printing, except screen and books; printing manifold business forms and looseleaf fillers"
323117,18.12,Other printing,Books Printing,
339950,18.12,Other printing,Sign Manufacturing,"Printing plastic, wood, glass, etc signs"
323120,18.13,Pre-press and pre-media services,Support Activities for Printing,
323120,18.14,Binding and related services,Support Activities for Printing,
334614,18.20,Reproduction of recorded media,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",
324199,19.10,Manufacture of coke oven products,All Other Petroleum and Coal Products Manufacturing,"Coke oven products, such as coke, gasses, tar"
325194,19.10,Manufacture of coke oven products,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",Coal tar distillates
324110,19.20,Manufacture of refined petroleum products,Petroleum Refineries,
324191,19.20,Manufacture of refined petroleum products,Petroleum Lubricating Oil and Grease Manufacturing,
324199,19.20,Manufacture of refined petroleum products,All Other Petroleum and Coal Products Manufacturing,Except coke oven products and fire logs made of pressed wood with purchased petroleum binders
325110,19.20,Manufacture of refined petroleum products,Petrochemical Manufacturing,Manufacture of paraffin and similar from purchased refined petroleum in petrochemical plants
325120,20.11,Manufacture of industrial gases,Industrial Gas Manufacturing,
