PRODCOM 2021,Name,AdditionalText,URI
20146231,Camphor; aromatic ketones without other oxygen function; ketone-alcohols; ketone-aldehydes; ketone-phenols and ketones with other oxygen function,Reference to HS/CN:  2914[.29(.00a) + .31 + .39 + .40(.10 + .90) + .50],20146231
20146233,Cyclohexanone and methylcyclohexanones,Reference to HS/CN:  2914 22,20146233
20146235,Ionones and methylionones,Reference to HS/CN:  2914 23,20146235
20146239,"Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function (excluding camphor, cyclohexanone and methylcyclohexanones, ionones and methylionones)",Reference to HS/CN:  2914 29 00b,20146239
20146260,Quinones,Reference to HS/CN:  2914[.61 + .62 + .69(.10 + .80)],20146260
20146270,Halogenated; sulphonated; nitrated or nitrosated derivatives of ketones and quinones,Reference to HS/CN:  2914[.71 + .79],20146270
201462Z0,"Aromatic ketones without other oxygen function; ketone-alcohols and ketone-aldehydes; ketone-phenols and ketones with other oxygen function; other cyclanic, cyclenic or cycloterpenic ketones without other oxygen function",Reference to HS/CN:  2914[.29 + .31 + .39 + .40(.10 + .90) + .50],201462Z0
201463,"Ethers, organic peroxides, epoxides, acetals and hemiacetals and their derivatives",,201463
20146310,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",Reference to HS/CN:  2909[.11 + .19(.10 + .90)],20146310
20146323,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",Reference to HS/CN:  2909 20,20146323
20146325,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",Reference to HS/CN:  2909[.30(.10 + .31 + .35 + .38 + .90)],20146325
20146333,"2,2-Oxydiethanol (diethylene glycol; digol)",Reference to HS/CN:  2909 41,20146333
20146339,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding 2,2-Oxydiethanol)",Reference to HS/CN:  2909[.43 + .44 + .49(.11 + .80)],20146339
20146350,"Ether-phenols; ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",Reference to HS/CN:  2909 50,20146350
20146360,"Alcohol, ether and ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",Reference to HS/CN:  2909 60,20146360
20146373,Oxirane (ethylene oxide),Reference to HS/CN:  2910 10,20146373
20146375,Methyloxirane (propylene oxide),Reference to HS/CN:  2910 20,20146375
20146379,"Epoxides, epoxyalcohols, -phenols, epoxyethers, with a 3-membered ring and their halogenated, sulphonated, nitrated/nitrosated derivatives excluding oxirane, methyloxirane (propylene oxide)",Reference to HS/CN:  2910[.30 + .40 + .50 + .90],20146379
20146380,Acetals and hemiacetals and their halogenated; sulphonated; nitrated or nitrosated derivatives,Reference to HS/CN:  2911,20146380
201464,Enzymes and other organic compounds n.e.c.,,201464
20146430,"Other organic compounds, n.e.c.",Reference to HS/CN:  2942,20146430
20146450,Rennet and concentrates thereof,Reference to HS/CN:  3507 10,20146450
20146470,Enzymes; prepared enzymes (not elsewhere specified or included) (excluding rennet and concentrates),Reference to HS/CN:  3507[.90(.30 + .90)],20146470
201471,Derivates of vegetable or resin products,,201471
20147120,Activated natural mineral products; animal black,Reference to HS/CN:  3802 90,20147120
20147130,Tall oil; whether or not refined,Reference to HS/CN:  3803[.00(.10 + .90)],20147130
20147140,"Gum, wood or sulphate turpentine oils, pine oil and other alike",Reference to HS/CN:  3805[.10(.10 + .30 + .90) + .90(.10 + .90)],20147140
20147150,Rosin and resin acids; and derivatives; rosin spirit and oils; run gums,Reference to HS/CN:  3806[.10 + .20 + .30 + .90],20147150
20147170,"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers’ pitch and similar preparations based on rosin, resin acids or on vegetable pitch",Reference to HS/CN:  3807[.00(.10 + .90)],20147170
201472,Wood charcoal,,201472
20147200,Wood charcoal whether or not agglomerated (including shell or nut charcoal),Reference to HS/CN:  4402[.10 + .90],20147200
201473,"Oils and other products of the distillation of high temperature coal tar, and similar products",,201473
20147320,"Benzol (benzene), toluol (toluene) and xylol (xylenes)",Reference to HS/CN:  2707[.10 + .20 + .30],20147320
20147340,"Naphthalene and other aromatic hydrocarbon mixtures (excluding benzene, toluene, xylene)",Reference to HS/CN:  2707[.40 + .50],20147340
20147360,Phenols,Reference to HS/CN:  2707 99 80,20147360
20147390,"Other oils and oil products, n.e.c.",Reference to HS/CN:  2707[.91 + .99(.11 + .19 + .20 + .50 + .91 + .99)],20147390
201474,Undenatured ethyl alcohol of alcoholic strength by volume of ≥ 80%,,201474
20147400,Undenatured ethyl alcohol of an alcoholic strength by volume ≥ 80 % (important: excluding alcohol duty),Reference to HS/CN:  2207 10,20147400
201475,"Ethyl alcohol and other spirits, denatured, of any strength",,201475
20147500,Denatured ethyl alcohol and other denatured spirits; of any strength,Reference to HS/CN:  2207 20,20147500
201480,"Residual lyes from the manufacture of wood pulp, excluding tall oil",,201480
20148000,"Residual lyes from the manufacture of wood pulp, excluding tall oil",Reference to HS/CN:  3804,20148000
2015,Manufacture of fertilisers and nitrogen compounds,,2015
201510,Nitric acid; sulphonitric acids; ammonia,,201510
20151050,Nitric acid; sulphonitric acids,Reference to HS/CN:  2808,20151050
20151075,Anhydrous ammonia,Reference to HS/CN:  2814 10,20151075
20151077,Ammonia in aqueous solution,Reference to HS/CN:  2814 20,20151077
201520,Ammonium chloride; nitrites,,201520
20152030,Ammonium chloride,Reference to HS/CN:  2827 10,20152030
20152080,Nitrites,Reference to HS/CN:  2834 10,20152080
201531,Urea,,201531
20153130,Urea containing > 45 % by weight of nitrogen on the dry anhydrous product (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3102 10 10,20153130
20153180,Urea containing ≤ 45 % by weight of nitrogen on the dry anhydrous product (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3102 10 90,20153180
201532,Ammonium sulphate,,201532
20153200,Ammonium sulphate (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3102 21,20153200
201533,Ammonium nitrate,,201533
20153300,Ammonium nitrate (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3102[.30(.10 + .90)],20153300
201534,Double salts and mixtures of calcium nitrate and ammonium nitrate,,201534
20153400,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3102 60,20153400
201535,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances,,201535
20153530,"Mixtures of ammonium nitrate with calcium carbonate, ≤ 28 % nitrogen by weight",Reference to HS/CN:  3102 40 10,20153530
20153580,"Mixtures of ammonium nitrate with calcium carbonate, > 28 % nitrogen by weight",Reference to HS/CN:  3102 40 90,20153580
201536,Urea and ammonium nitrate solutions,,201536
20153600,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3102 80,20153600
201539,Other nitrogenous fertilisers and mixtures n.e.c.,,201539
20153930,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3102 29,20153930
20153990,"Mineral or chemical fertilisers, nitrogenous, n.e.c.",Reference to HS/CN:  3102 90,20153990
201541,Superphosphates,,201541
20154100,"Superphosphates (excluding potassic, in tablets or similar forms or in packages of a weight of ≤ 10 kg)",Reference to HS/CN:  3103[.11 + .19],20154100
201549,Other phosphatic fertilisers,,201549
20154900,"Mineral or chemical fertilisers, phosphatic n.e.c.",Reference to HS/CN:  3103 90,20154900
201551,Potassium chloride (muriate of potash),,201551
20155100,Potassium chloride (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3104[.20(.10 + .50 + .90)],20155100
201552,Potassium sulphate (sulphate of potash),,201552
20155200,Potassium sulphate (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3104 30,20155200
201559,Other potassic fertilisers,,201559
20155900,"Mineral or chemical fertilisers, potassic, n.e.c.",Reference to HS/CN:  3104 90,20155900
201560,Sodium nitrate,,201560
20156000,Sodium nitrate,Reference to HS/CN:  3102 50,20156000
201571,"Fertilisers containing three nutrients: nitrogen, phosphorus and potassium",,201571
20157100,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium (excluding those in tablets or similar forms, or in packages with a gross weight of ≤ 10 kg)",Reference to HS/CN:  3105[.20(.10 + .90)],20157100
201572,Diammonium hydrogenorthophosphate (diammonium phosphate),,201572
20157200,Diammonium hydrogenorthophosphate (diammonium phosphate) (excluding in tablets or similar forms or in packages of a weight of ≤ 10 kg),Reference to HS/CN:  3105 30,20157200
201573,Monoammonium phosphate,,201573
20157300,Ammonium dihydrogenorthophosphate (monoammonium phosphate),Reference to HS/CN:  3105 40,20157300
201574,Fertilisers containing two nutrients: nitrogen and phosphorus,,201574
20157400,Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus,Reference to HS/CN:  3105[.51 + .59],20157400
201575,Fertilisers containing two nutrients: phosphorus and potassium,,201575
20157500,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium,Reference to HS/CN:  3105 60,20157500
201576,Potassium nitrates,,201576
20157600,Nitrates of potassium,Reference to HS/CN:  2834 21,20157600
201579,"Mineral or chemical fertilisers containing at least two nutrients (nitrogen, phosphate, potash) n.e.c.",,201579
20157930,Fertilisers in tablets or similar forms or in packages of a gross weight of ≤ 10 kg),Reference to HS/CN:  3105 10,20157930
20157980,"Other fertilisers, n.e.c.",Reference to HS/CN:  3105[.90(.20 + .80)],20157980
201580,Animal or vegetable fertilisers n.e.c.,,201580
20158000,Animal or vegetable fertilisers,Reference to HS/CN:  3101,20158000
2016,Manufacture of plastics in primary forms,,2016
201610,"Polymers of ethylene, in primary forms",,201610
20161035,"Linear polyethylene having a specific gravity < 0,94, in primary forms",Reference to HS/CN:  3901 10 10,20161035
20161039,"Polyethylene having a specific gravity < 0,94, in primary forms (excluding linear)",Reference to HS/CN:  3901 10 90,20161039
20161050,"Polyethylene having a specific gravity of ≥ 0,94, in primary forms",Reference to HS/CN:  3901[.20(.10 + .90)],20161050
20161070,"Ethylene-vinyl acetate copolymers, in primary forms",Reference to HS/CN:  3901 30,20161070
20161090,"Polymers of ethylene, in primary forms (excluding polyethylene, ethylene-vinyl acetate copolymers)",Reference to HS/CN:  3901[.40 + .90(.30 + .80)],20161090
201620,"Polymers of styrene, in primary forms",,201620
20162035,"Expansible polystyrene, in primary forms",Reference to HS/CN:  3903 11,20162035
20162039,"Polystyrene, in primary forms (excluding expansible polystyrene)",Reference to HS/CN:  3903 19,20162039
20162050,"Styrene-acrylonitrile (SAN) copolymers, in primary forms",Reference to HS/CN:  3903 20,20162050
20162070,"Acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",Reference to HS/CN:  3903 30,20162070
20162090,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile (SAN) copolymers, acrylonitrile-butadiene-styrene (ABS) copolymers)",Reference to HS/CN:  3903[.90(.10 + .20 + .90)],20162090
201630,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",,201630
20163010,"Polyvinyl chloride, not mixed with any other substances, in primary forms",Reference to HS/CN:  3904 10,20163010
20163023,"Non-plasticised polyvinyl chloride mixed with any other substance, in primary forms",Reference to HS/CN:  3904 21,20163023
20163025,"Plasticised polyvinyl chloride mixed with any other substance, in primary forms",Reference to HS/CN:  3904 22,20163025
20163040,"Vinyl chloride-vinyl acetate copolymers and other vinyl chloride copolymers, in primary forms",Reference to HS/CN:  3904[.30 + .40],20163040
20163060,Fluoropolymers,Reference to HS/CN:  3904[.61 + .69(.10 + .20 + .80)],20163060
20163090,"Polymers of halogenated olefins, in primary forms, n.e.c.",Reference to HS/CN:  3904[.50(.10 + .90) + .90],20163090
201640,"Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms",,201640
20164013,"Polyacetals, in primary forms",Reference to HS/CN:  3907 10,20164013
20164015,"Polyethylene glycols and other polyether alcohols, in primary forms",Reference to HS/CN:  3907[.20(.11 + .20)],20164015
20164020,"Polyethers, in primary forms (excluding polyacetals, polyether alcohols)",Reference to HS/CN:  3907[.20(.91 + .99)],20164020
20164030,"Epoxide resins, in primary forms",Reference to HS/CN:  3907 30,20164030
20164040,"Polycarbonates, in primary forms",Reference to HS/CN:  3907 40,20164040
20164050,"Alkyd resins, in primary forms",Reference to HS/CN:  3907 50,20164050
20164062,Polyethylene terephthalate in primary forms having a viscosity number of ≥ 78 ml/g,Reference to HS/CN:  3907 61,20164062
20164064,Other polyethylene terephthalate in primary forms,Reference to HS/CN:  3907 69,20164064
20164070,"Unsaturated liquid polyesters, in primary forms (excluding polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate)",Reference to HS/CN:  3907 91 10,20164070
20164080,"Unsaturated polyesters, in primary forms (excluding liquid polyesters, polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate)",Reference to HS/CN:  3907 91 90,20164080
20164090,"Polyesters, in primary forms (excluding polyacetals, polyethers, epoxide resins, polycarbonates, alkyd resins, polyethylene terephthalate, other unsaturated polyesters)",Reference to HS/CN:  3907[.70 + .99(.05 + .10 + .80)],20164090
201651,"Polymers of propylene or of other olefins, in primary forms",,201651
20165130,"Polypropylene, in primary forms",Reference to HS/CN:  3902 10,20165130
20165150,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene)",Reference to HS/CN:  3902[.20 + .30 + .90(.10 + .20 + .90)],20165150
201652,"Polymers of vinyl acetate or of other vinyl esters and other vinyl polymers, in primary forms",,201652
20165230,"Polymers of vinyl acetate, in aqueous dispersion, in primary forms",Reference to HS/CN:  3905[.12 + .21],20165230
20165250,"Polymers of vinyl acetate, in primary forms (excluding in aqueous dispersion)",Reference to HS/CN:  3905[.19 + .29],20165250
20165270,"Polymers of vinyl esters or other vinyl polymers, in primary forms (excluding vinyl acetate)",Reference to HS/CN:  3905[.30 + .91 + .99(.10 + .90)],20165270
