CN 2022,SupText,URI,Name
38276200,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59, containing =>55% by mass of pentafluoroethane ""HFC- 125"" (excl. containing chlorofluorocarbons ""CFCs"", hydrochlorofluorocarbons ""HCFCs"", unsaturated fluorinated derivatives of acyclic hydrocarbons ""HFOs"" or =>15% by mass of 1,1,1-trifluoroethane ""HFC-143a"")",382762000080,"3827 62 00 -- Other, not included in the subheading above, containing 55 % or more by mass of pentafluoroethane (HFC- 125) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)"
38276300,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59, containing =>40% by mass of pentafluoroethane ""HFC-125"" (excl. containing chlorofluorocarbons ""CFCs"" or hydrochlorofluorocarbons ""HCFCs"" and mixtures of 3827.61 and 3827.62)",382763000080,"3827 63 00 -- Other, not included in the subheadings above, containing 40 % or more by mass of pentafluoroethane (HFC-125)"
38276400,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59, containing =>30% by mass of 1,1,1,2-tetrafluoroethane ""HFC-134a"" (excl. containing chlorofluorocarbons ""CFCs"", hydrochlorofluorocarbons ""HCFCs"" or unsaturated fluorinated derivatives of acyclic hydrocarbons ""HFOs"", and mixtures of 3827.61 to 3827.63)",382764000080,"3827 64 00 -- Other, not included in the subheadings above, containing 30 % or more by mass of 1,1,1,2-tetrafluoroethane (HFC-134a) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)"
38276500,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59, containing =>20% by mass of difluoromethane ""HFC-32"" and =>20% by mass of pentafluoroethane ""HFC-125"" (excl. containing chlorofluorocarbons ""CFCs"" or hydrochlorofluorocarbons ""HCFCs"" and mixtures of 3827.61 to 3827.64)",382765000080,"3827 65 00 -- Other, not included in the subheadings above, containing 20 % or more by mass of difluoromethane (HFC-32) and 20 % or more by mass of pentafluoroethane (HFC-125)"
38276800,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59, containing substances of subheadings 2903.41 to 2903.48 (excl. containing chlorofluorocarbons ""CFCs"" or hydrochlorofluorocarbons ""HCFCs"" and mixtures of 3827.61 to 3827.65)",382768000080,"3827 68 00 -- Other, not included in the subheadings above, containing substances of subheadings 290341 to 290348"
38276900,"Mixtures containing other hydrofluorocarbons ""HFCs"" than in subheadings of 3827 till 3827.59 (excl. containing chlorofluorocarbons ""CFCs"" or hydrochlorofluorocarbons ""HCFCs"" and mixtures of 3827.61 to 3827.68)",382769000080,3827 69 00 -- Other
38279000,"Mixtures containing halogenated derivatives of methane, ethane or propane, n.e.s.",382790000080,3827 90 00 - Other
VII,PLASTICS AND ARTICLES THEREOF; RUBBER AND ARTICLES THEREOF,390011000090,SECTION VII - PLASTICS AND ARTICLES THEREOF; RUBBER AND ARTICLES THEREOF
39,PLASTICS AND ARTICLES THEREOF,390021000090,CHAPTER 39 - PLASTICS AND ARTICLES THEREOF
3901,"Polymers of ethylene, in primary forms",390100000080,"3901 Polymers of ethylene, in primary forms"
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",390110000080,"3901 10 - Polyethylene having a specific gravity of less than 0,94"
39011010,"Linear polyethylene with a specific gravity of < 0,94, in primary forms",390110100080,3901 10 10 -- Linear polyethylene
39011090,"Polyethylene with a specific gravity of < 0,94, in primary forms (excl. linear polyethylene)",390110900080,3901 10 90 -- Other
390120,"Polyethylene with a specific gravity of >= 0,94, in primary forms",390120000080,"3901 20 - Polyethylene having a specific gravity of 0,94 or more"
39012010,"Polyethylene in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms, of a specific gravity of >= 0,958 at 23°C, containing <= 50 mg/kg of aluminium, <= 2 mg/kg of calcium, of chromium, of iron, of nickel and of titanium each and <= 8 mg/kg of vanadium, for the manufacture of chlorosulphonated polyethylene",390120100080,"3901 20 10 -- Polyethylene in one of the forms mentioned in note 6(b) to this chapter, of a specific gravity of 0,958 or more at 23 °C, containing: - 50 mg/kg or less of aluminium, - 2 mg/kg or less of calcium, - 2 mg/kg or less of chromium, - 2 mg/kg or less of iron, - 2 mg/kg or less of nickel, - 2 mg/kg or less of titanium and - 8 mg/kg or less of vanadium,for the manufacture of chlorosulphonated polyethylene"
39012090,"Polyethylene with a specific gravity of >= 0,94, in primary forms (excl. polyethylene in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms, of a specific gravity of >= 0,958 at 23°C, containing <= 50 mg/kg of aluminium, <= 2 mg/kg of calcium, of chromium, of iron, of nickel and of titanium each and <= 8 mg/kg of vanadium, for the manufacture of chlorosulphonated polyethylene)",390120900080,3901 20 90 -- Other
39013000,"Ethylene-vinyl acetate copolymers, in primary forms",390130000080,3901 30 00 - Ethylene-vinyl acetate copolymers
39014000,"Ethylene-alpha-olefin copolymers, having a specific gravity of < 0,94 , in primary forms",390140000080,"3901 40 00 - Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0,94"
390190,"Polymers of ethylene, in primary forms (excl. polyethylene and ethylene-vinyl acetate copolymers)",390190000080,3901 90 - Other
39019030,"Ionomer resin consisting of a salt of a terpolymer of ethylene with isobutyl acrylate and methacrylic acid, in primary forms, and A-B-A block copolymer of ethylene of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight <= 35% of styrene, in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms",390190300080,"3901 90 30 -- Ionomer resin consisting of a salt of a terpolymer of ethylene with isobutyl acrylate and methacrylic acid; A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35 % or less of styrene, in one of the forms mentioned in note 6(b) to this chapter"
39019080,"Polymers of ethylene, in primary forms (excl. polyethylene, ethylene-vinyl acetate copolymers, ethylene-alpha-olefins copolymers having a specific gravity of < 0,94, ionomer resin consisting of a salt of a terpolymer of ethylene with isobutyl acrylate and methacrylic acid and A-B-A block copolymer of ethylene of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight <= 35% of styrene, in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms)",390190800080,3901 90 80 -- Other
3902,"Polymers of propylene or of other olefins, in primary forms",390200000080,"3902 Polymers of propylene or of other olefins, in primary forms"
39021000,"Polypropylene, in primary forms",390210000080,3902 10 00 - Polypropylene
39022000,"Polyisobutylene, in primary forms",390220000080,3902 20 00 - Polyisobutylene
39023000,"Propylene copolymers, in primary forms",390230000080,3902 30 00 - Propylene copolymers
390290,"Polymers of propylene or of other olefins, in primary forms (excl. polypropylene, polyisobutylene and propylene copolymers)",390290000080,3902 90 - Other
39029010,"A-B-A block copolymer of propylene or of other olefins, of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight <= 35% of styrene, in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms",390290100080,"3902 90 10 -- A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35 % or less of styrene, in one of the forms mentioned in note 6(b) to this chapter"
39029020,"Polybut-1-ene, a copolymer of but-1-ene with ethylene containing by weight <= 10% of ethylene, or a blend of polybut-1-ene with polyethylene and/or polypropylene containing by weight <= 10% of polyethylene and/or <= 25% of polypropylene, in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms",390290200080,"3902 90 20 -- Polybut-1-ene, a copolymer of but-1-ene with ethylene containing by weight 10 % or less of ethylene, or a blend of polybut-1-ene with polyethylene and/or polypropylene containing by weight 10 % or less of polyethylene and/or 25 % or less of polypropylene, in one of the forms mentioned in note 6(b) to this chapter"
39029090,"Polymers of propylene or of other olefins, in primary forms (excl. polypropylene, polyisobutylene, propylene copolymers, and a A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight <= 35% of styrene and polybut-1-ene, a copolymer of but-1-ene with ethylene containing by weight <= 10% of ethylene, or a blend of polybut-1-ene with polyethylene and/or polypropylene containing by weight <= 10% of polyethylene and/or <= 25% of polypropylene, in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms)",390290900080,3902 90 90 -- Other
3903,"Polymers of styrene, in primary forms",390300000080,"3903 Polymers of styrene, in primary forms"
39031100,"Expansible polystyrene, in primary forms",390311000080,3903 11 00 -- Expansible
39031900,"Polystyrene, in primary forms (excl. expansible)",390319000080,3903 19 00 -- Other
39032000,"Styrene-acrylonitrile copolymers ""SAN"", in primary forms",390320000080,3903 20 00 - Styrene-acrylonitrile (SAN) copolymers
39033000,"Acrylonitrile-butadiene-styrene copolymers ""ABS"", in primary forms",390330000080,3903 30 00 - Acrylonitrile-butadiene-styrene (ABS) copolymers
390390,"Polymers of styrene, in primary forms (excl. polystyrene, styrene-acrylonitrile copolymers ""SAN"" and acrylonitrile-butadiene-styrene ""ABS"")",390390000080,3903 90 - Other
39039010,"Copolymer solely of styrene with allyl alcohol, of an acetyl value of >= 175, in primary form",390390100080,"3903 90 10 -- Copolymer, solely of styrene with allyl alcohol, of an acetyl value of 175 or more"
39039020,"Brominated polystyrene containing by weight >= 58% but <= 71% of bromine, in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms",390390200080,"3903 90 20 -- Brominated polystyrene, containing by weight 58 % or more but not more than 71 % of bromine, in one of the forms mentioned in note 6(b) to this chapter"
39039090,"Polymers of styrene, in primary forms (excl. polystyrene, styrene-acrylonitrile copolymers ""SAN"", acrylonitrile-butadiene-styrene ""ABS"", copolymer solely of styrene with allyl alcohol, of an acetyl value of >= 175 and brominated polystyrene, containing by weight >= 58% but <= 71% of bromine, in blocks of irregular shape, lumps, powders, granules, flakes and similar bulk forms)",390390900080,3903 90 90 -- Other
3904,"Polymers of vinyl chloride or of other halogenated olefins, in primary forms",390400000080,"3904 Polymers of vinyl chloride or of other halogenated olefins, in primary forms"
39041000,"Poly""vinyl chloride"", in primary forms, not mixed with any other substances",390410000080,"3904 10 00 - Poly(vinyl chloride), not mixed with any other substances"
39042100,"Non-plasticised poly""vinyl chloride"", in primary forms, mixed with other substances",390421000080,3904 21 00 -- Non-plasticised
