NAICS 2017,NAICS 2022,2017 NAICS Title,2022 NAICS Title,Change Indicator
424460,424460,Fish and Seafood Merchant Wholesalers,Fish and Seafood Merchant Wholesalers,
92216,92216,Fire Protection,Fire Protection,
922160,922160,Fire Protection,Fire Protection,
23835,23835,Finish Carpentry ContractorsT,Finish Carpentry ContractorsT,
238350,238350,Finish Carpentry Contractors,Finish Carpentry Contractors,
114111,114111,Finfish Fishing,Finfish Fishing,
112511,112511,Finfish Farming and Fish Hatcheries,Finfish Farming and Fish Hatcheries,
61161,61161,Fine Arts SchoolsT,Fine Arts SchoolsT,
611610,611610,Fine Arts Schools,Fine Arts Schools,
52232,52232,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","Financial Transactions Processing, Reserve, and Clearinghouse Activities",
522320,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities","Financial Transactions Processing, Reserve, and Clearinghouse Activities",
52,52,Finance and InsuranceT,Finance and InsuranceT,
3131,3131,"Fiber, Yarn, and Thread MillsT","Fiber, Yarn, and Thread MillsT",
31311,31311,"Fiber, Yarn, and Thread MillsT","Fiber, Yarn, and Thread MillsT",
313110,313110,"Fiber, Yarn, and Thread Mills","Fiber, Yarn, and Thread Mills",
335921,335921,Fiber Optic Cable Manufacturing,Fiber Optic Cable Manufacturing,
32531,32531,Fertilizer ManufacturingT,Fertilizer and Compost ManufacturingT,*
325314,325314,Fertilizer (Mixing Only) Manufacturing,Fertilizer (Mixing Only) Manufacturing,***
33151,33151,Ferrous Metal FoundriesT,Ferrous Metal FoundriesT,
311225,311225,Fats and Oils Refining and Blending,Fats and Oils Refining and Blending,
339993,339993,"Fastener, Button, Needle, and Pin Manufacturing","Fastener, Button, Needle, and Pin Manufacturing",
42491,42491,Farm Supplies Merchant Wholesalers,Farm Supplies Merchant Wholesalers,
424910,424910,Farm Supplies Merchant Wholesalers,Farm Supplies Merchant Wholesalers,
49313,49313,Farm Product Warehousing and StorageT,Farm Product Warehousing and StorageT,
493130,493130,Farm Product Warehousing and Storage,Farm Product Warehousing and Storage,
4245,4245,Farm Product Raw Material Merchant Wholesalers,Farm Product Raw Material Merchant Wholesalers,
115116,115116,Farm Management Services,Farm Management Services,
333111,333111,Farm Machinery and Equipment Manufacturing,Farm Machinery and Equipment Manufacturing,
115115,115115,Farm Labor Contractors and Crew Leaders,Farm Labor Contractors and Crew Leaders,
42382,42382,Farm and Garden Machinery and Equipment Merchant Wholesalers,Farm and Garden Machinery and Equipment Merchant Wholesalers,
423820,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,Farm and Garden Machinery and Equipment Merchant Wholesalers,
62141,62141,Family Planning CentersT,Family Planning CentersT,
621410,621410,Family Planning Centers,Family Planning Centers,
5612,5612,Facilities Support ServicesT,Facilities Support ServicesT,
56121,56121,Facilities Support ServicesT,Facilities Support ServicesT,
561210,561210,Facilities Support Services,Facilities Support Services,
332312,332312,Fabricated Structural Metal Manufacturing,Fabricated Structural Metal Manufacturing,
332996,332996,Fabricated Pipe and Pipe Fitting Manufacturing,Fabricated Pipe and Pipe Fitting Manufacturing,
332,332,Fabricated Metal Product ManufacturingT,Fabricated Metal Product ManufacturingT,
3132,3132,Fabric MillsT,Fabric MillsT,
31332,31332,Fabric Coating MillsT,Fabric Coating MillsT,
313320,313320,Fabric Coating Mills,Fabric Coating Mills,
56171,56171,Exterminating and Pest Control ServicesT,Exterminating and Pest Control ServicesT,
561710,561710,Exterminating and Pest Control Services,Exterminating and Pest Control Services,
32592,32592,Explosives ManufacturingT,Explosives ManufacturingT,
325920,325920,Explosives Manufacturing,Explosives Manufacturing,
921,921,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",
9211,9211,"Executive, Legislative, and Other General Government Support","Executive, Legislative, and Other General Government Support",
561312,561312,Executive Search Services,Executive Search Services,
92111,92111,Executive Offices,Executive Offices,
921110,921110,Executive Offices,Executive Offices,
92114,92114,"Executive and Legislative Offices, Combined","Executive and Legislative Offices, Combined",
921140,921140,"Executive and Legislative Offices, Combined","Executive and Legislative Offices, Combined",
611691,611691,Exam Preparation and Tutoring,Exam Preparation and Tutoring,
325193,325193,Ethyl Alcohol Manufacturing,Ethyl Alcohol Manufacturing,
54162,54162,Environmental Consulting ServicesT,Environmental Consulting ServicesT,
541620,541620,Environmental Consulting Services,Environmental Consulting Services,
813312,813312,"Environment, Conservation and Wildlife Organizations","Environment, Conservation and Wildlife Organizations",
54133,54133,Engineering ServicesT,Engineering ServicesT,
541330,541330,Engineering Services,Engineering Services,
3336,3336,"Engine, Turbine, and Power Transmission Equipment ManufacturingT","Engine, Turbine, and Power Transmission Equipment ManufacturingT",
33361,33361,"Engine, Turbine, and Power Transmission Equipment ManufacturingT","Engine, Turbine, and Power Transmission Equipment ManufacturingT",
5613,5613,Employment ServicesT,Employment ServicesT,
56131,56131,Employment Placement Agencies and Executive Search ServicesT,Employment Placement Agencies and Executive Search ServicesT,
561311,561311,Employment Placement Agencies,Employment Placement Agencies,
62423,62423,Emergency and Other Relief ServicesT,Emergency and Other Relief ServicesT,
624230,624230,Emergency and Other Relief Services,Emergency and Other Relief Services,
333921,333921,Elevator and Moving Stairway Manufacturing,Elevator and Moving Stairway Manufacturing,
6111,6111,Elementary and Secondary SchoolsT,Elementary and Secondary SchoolsT,
61111,61111,Elementary and Secondary Schools,Elementary and Secondary Schools,
611110,611110,Elementary and Secondary Schools,Elementary and Secondary Schools,
332813,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring","Electroplating, Plating, Polishing, Anodizing, and Coloring",
334417,334417,Electronic Connector Manufacturing,Electronic Connector Manufacturing,
334111,334111,Electronic Computer Manufacturing,Electronic Computer Manufacturing,
8112,8112,Electronic and Precision Equipment Repair and MaintenanceT,Electronic and Precision Equipment Repair and MaintenanceT,
81121,81121,Electronic and Precision Equipment Repair and MaintenanceT,Electronic and Precision Equipment Repair and MaintenanceT,
334510,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,Electromedical and Electrotherapeutic Apparatus Manufacturing,
335,335,"Electrical Equipment, Appliance, and Component ManufacturingT","Electrical Equipment, Appliance, and Component ManufacturingT",
3353,3353,Electrical Equipment ManufacturingT,Electrical Equipment ManufacturingT,
33531,33531,Electrical Equipment ManufacturingT,Electrical Equipment ManufacturingT,
23821,23821,Electrical Contractors and Other Wiring Installation ContractorsT,Electrical Contractors and Other Wiring Installation ContractorsT,
238210,238210,Electrical Contractors and Other Wiring Installation Contractors,Electrical Contractors and Other Wiring Installation Contractors,
42361,42361,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
423610,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers","Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
22112,22112,"Electric Power Transmission, Control, and DistributionT","Electric Power Transmission, Control, and DistributionT",
22111,22111,Electric Power GenerationT,Electric Power GenerationT,
2211,2211,"Electric Power Generation, Transmission and DistributionT","Electric Power Generation, Transmission and DistributionT",
221122,221122,Electric Power Distribution,Electric Power Distribution,
3351,3351,Electric Lighting Equipment ManufacturingT,Electric Lighting Equipment ManufacturingT,
221121,221121,Electric Bulk Power Transmission and Control,Electric Bulk Power Transmission and Control,
6117,6117,Educational Support ServicesT,Educational Support ServicesT,
61171,61171,Educational Support ServicesT,Educational Support ServicesT,
611710,611710,Educational Support Services,Educational Support Services,
61,61,Educational ServicesT,Educational ServicesT,
611,611,Educational ServicesT,Educational ServicesT,
11213,11213,Dual-Purpose Cattle Ranching and FarmingT,Dual-Purpose Cattle Ranching and FarmingT,
112130,112130,Dual-Purpose Cattle Ranching and Farming,Dual-Purpose Cattle Ranching and Farming,
23831,23831,Drywall and Insulation ContractorsT,Drywall and Insulation ContractorsT,
238310,238310,Drywall and Insulation Contractors,Drywall and Insulation Contractors,
81232,81232,Drycleaning and Laundry Services (except Coin-Operated),Drycleaning and Laundry Services (except Coin-Operated),
812320,812320,Drycleaning and Laundry Services (except Coin-Operated),Drycleaning and Laundry Services (except Coin-Operated),
8123,8123,Drycleaning and Laundry Services,Drycleaning and Laundry Services,
311514,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing","Dry, Condensed, and Evaporated Dairy Product Manufacturing",
11113,11113,Dry Pea and Bean FarmingT,Dry Pea and Bean FarmingT,
111130,111130,Dry Pea and Bean Farming,Dry Pea and Bean Farming,
311824,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour","Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",
4242,4242,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,
42421,42421,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,
424210,424210,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,
512132,512132,Drive-In Motion Picture Theaters,Drive-In Motion Picture Theaters,
7224,7224,Drinking Places (Alcoholic Beverages)T,Drinking Places (Alcoholic Beverages)T,
72241,72241,Drinking Places (Alcoholic Beverages)T,Drinking Places (Alcoholic Beverages)T,
722410,722410,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),
213111,213111,Drilling Oil and Gas Wells,Drilling Oil and Gas Wells,
311423,311423,Dried and Dehydrated Food Manufacturing,Dried and Dehydrated Food Manufacturing,
54134,54134,Drafting ServicesT,Drafting ServicesT,
541340,541340,Drafting Services,Drafting Services,
33993,33993,"Doll, Toy, and Game ManufacturingT","Doll, Toy, and Game ManufacturingT",
339930,339930,"Doll, Toy, and Game Manufacturing","Doll, Toy, and Game Manufacturing",
311111,311111,Dog and Cat Food Manufacturing,Dog and Cat Food Manufacturing,
56141,56141,Document Preparation ServicesT,Document Preparation ServicesT,
561410,561410,Document Preparation Services,Document Preparation Services,
31214,31214,DistilleriesT,DistilleriesT,
312140,312140,Distilleries,Distilleries,
524127,524127,Direct Title Insurance Carriers,Direct Title Insurance Carriers,
524126,524126,Direct Property and Casualty Insurance Carriers,Direct Property and Casualty Insurance Carriers,
54186,54186,Direct Mail AdvertisingT,Direct Mail AdvertisingT,
541860,541860,Direct Mail Advertising,Direct Mail Advertising,
52411,52411,"Direct Life, Health, and Medical Insurance Carriers","Direct Life, Health, and Medical Insurance Carriers",
524113,524113,Direct Life Insurance Carriers,Direct Life Insurance Carriers,
52412,52412,"Direct Insurance (except Life, Health, and Medical) Carriers","Direct Insurance (except Life, Health, and Medical) Carriers",
524114,524114,Direct Health and Medical Insurance Carriers,Direct Health and Medical Insurance Carriers,
212311,212311,Dimension Stone Mining and Quarrying,Dimension Stone Mining and Quarrying,
812191,812191,Diet and Weight Reducing Centers,Diet and Weight Reducing Centers,
621512,621512,Diagnostic Imaging Centers,Diagnostic Imaging Centers,
5221,5221,Depository Credit Intermediation,Depository Credit Intermediation,
339116,339116,Dental Laboratories,Dental Laboratories,
339114,339114,Dental Equipment and Supplies Manufacturing,Dental Equipment and Supplies Manufacturing,
4831,4831,"Deep Sea, Coastal, and Great Lakes Water TransportationT","Deep Sea, Coastal, and Great Lakes Water TransportationT",
48311,48311,"Deep Sea, Coastal, and Great Lakes Water TransportationT","Deep Sea, Coastal, and Great Lakes Water TransportationT",
483112,483112,Deep Sea Passenger Transportation,Deep Sea Passenger Transportation,
483111,483111,Deep Sea Freight Transportation,Deep Sea Freight Transportation,
8122,8122,Death Care Services,Death Care Services,
71112,71112,Dance CompaniesT,Dance CompaniesT,
711120,711120,Dance Companies,Dance Companies,
3115,3115,Dairy Product ManufacturingT,Dairy Product ManufacturingT,
31151,31151,Dairy Product (except Frozen) ManufacturingT,Dairy Product (except Frozen) ManufacturingT,
42443,42443,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Product (except Dried or Canned) Merchant Wholesalers,
424430,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,Dairy Product (except Dried or Canned) Merchant Wholesalers,
11212,11212,Dairy Cattle and Milk ProductionT,Dairy Cattle and Milk ProductionT,
112120,112120,Dairy Cattle and Milk Production,Dairy Cattle and Milk Production,
325194,325194,"Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing","Cyclic Crude, Intermediate, and Gum and Wood Chemical Manufacturing",
333515,333515,Cutting Tool and Machine Tool Accessory Manufacturing,Cutting Tool and Machine Tool Accessory Manufacturing,
3322,3322,Cutlery and Handtool ManufacturingT,Cutlery and Handtool ManufacturingT,
33221,33221,Cutlery and Handtool ManufacturingT,Cutlery and Handtool ManufacturingT,
327991,327991,Cut Stone and Stone Product Manufacturing,Cut Stone and Stone Product Manufacturing,
321912,321912,"Cut Stock, Resawing Lumber, and Planing","Cut Stock, Resawing Lumber, and Planing",
3152,3152,Cut and Sew Apparel ManufacturingT,Cut and Sew Apparel ManufacturingT,
31521,31521,Cut and Sew Apparel Contractors,Cut and Sew Apparel Contractors,
315210,315210,Cut and Sew Apparel Contractors,Cut and Sew Apparel Contractors,
332114,332114,Custom Roll Forming,Custom Roll Forming,
541511,541511,Custom Computer Programming Services,Custom Computer Programming Services,
325991,325991,Custom Compounding of Purchased Resins,Custom Compounding of Purchased Resins,
337212,337212,Custom Architectural Woodwork and Millwork Manufacturing,Custom Architectural Woodwork and Millwork Manufacturing,
31412,31412,Curtain and Linen MillsT,Curtain and Linen MillsT,
314120,314120,Curtain and Linen Mills,Curtain and Linen Mills,
335931,335931,Current-Carrying Wiring Device Manufacturing,Current-Carrying Wiring Device Manufacturing,
212312,212312,Crushed and Broken Limestone Mining and Quarrying,Crushed and Broken Limestone Mining and Quarrying,
212313,212313,Crushed and Broken Granite Mining and Quarrying,Crushed and Broken Granite Mining and Quarrying,
21112,21112,Crude Petroleum Extraction,Crude Petroleum Extraction,
211120,211120,Crude Petroleum Extraction,Crude Petroleum Extraction,
111,111,Crop ProductionT,Crop ProductionT,
115113,115113,"Crop Harvesting, Primarily by Machine","Crop Harvesting, Primarily by Machine",
52213,52213,Credit Unions,Credit Unions,
522130,522130,Credit Unions,Credit Unions,
522,522,Credit Intermediation and Related ActivitiesT,Credit Intermediation and Related ActivitiesT,
52221,52221,Credit Card Issuing,Credit Card Issuing,
522210,522210,Credit Card Issuing,Credit Card Issuing,
56145,56145,Credit BureausT,Credit BureausT,
561450,561450,Credit Bureaus,Credit Bureaus,
311512,311512,Creamery Butter Manufacturing,Creamery Butter Manufacturing,
92211,92211,Courts,Courts,
922110,922110,Courts,Courts,
561492,561492,Court Reporting and Stenotype Services,Court Reporting and Stenotype Services,
492,492,Couriers and MessengersT,Couriers and MessengersT,
4921,4921,Couriers and Express Delivery ServicesT,Couriers and Express Delivery ServicesT,
49211,49211,Couriers and Express Delivery ServicesT,Couriers and Express Delivery ServicesT,
492110,492110,Couriers and Express Delivery Services,Couriers and Express Delivery Services,
115111,115111,Cotton Ginning,Cotton Ginning,
11192,11192,Cotton FarmingT,Cotton FarmingT,
111920,111920,Cotton Farming,Cotton Farming,
611511,611511,Cosmetology and Barber Schools,Cosmetology and Barber Schools,
322211,322211,Corrugated and Solid Fiber Box Manufacturing,Corrugated and Solid Fiber Box Manufacturing,
92214,92214,Correctional Institutions,Correctional Institutions,
922140,922140,Correctional Institutions,Correctional Institutions,
551114,551114,"Corporate, Subsidiary, and Regional Managing Offices","Corporate, Subsidiary, and Regional Managing Offices",
11115,11115,Corn FarmingT,Corn FarmingT,
111150,111150,Corn Farming,Corn Farming,
21223,21223,"Copper, Nickel, Lead, and Zinc MiningT","Copper, Nickel, Lead, and Zinc MiningT",
212230,212230,"Copper, Nickel, Lead, and Zinc Mining","Copper, Nickel, Lead, and Zinc Mining",
33142,33142,"Copper Rolling, Drawing, Extruding, and AlloyingT","Copper Rolling, Drawing, Extruding, and AlloyingT",
331420,331420,"Copper Rolling, Drawing, Extruding, and Alloying","Copper Rolling, Drawing, Extruding, and Alloying",
31182,31182,"Cookie, Cracker, and Pasta ManufacturingT","Cookie, Cracker, and Pasta ManufacturingT",
311821,311821,Cookie and Cracker Manufacturing,Cookie and Cracker Manufacturing,
333922,333922,Conveyor and Conveying Equipment Manufacturing,Conveyor and Conveying Equipment Manufacturing,
3222,3222,Converted Paper Product ManufacturingT,Converted Paper Product ManufacturingT,
561591,561591,Convention and Visitors Bureaus,Convention and Visitors Bureaus,
56192,56192,Convention and Trade Show OrganizersT,Convention and Trade Show OrganizersT,
561920,561920,Convention and Trade Show Organizers,Convention and Trade Show Organizers,
6233,6233,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,
62331,62331,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,Continuing Care Retirement Communities and Assisted Living Facilities for the ElderlyT,
623311,623311,Continuing Care Retirement Communities,Continuing Care Retirement Communities,
522291,522291,Consumer Lending,Consumer Lending,
5322,5322,Consumer Goods RentalT,Consumer Goods RentalT,
53221,53221,Consumer Electronics and Appliances RentalT,Consumer Electronics and Appliances RentalT,
532210,532210,Consumer Electronics and Appliances Rental,Consumer Electronics and Appliances Rental,
23,23,ConstructionT,ConstructionT,
53241,53241,"Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and LeasingT","Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and LeasingT",
532412,532412,"Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing","Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing",
212321,212321,Construction Sand and Gravel Mining,Construction Sand and Gravel Mining,
236,236,Construction of BuildingsT,Construction of BuildingsT,
33312,33312,Construction Machinery ManufacturingT,Construction Machinery ManufacturingT,
333120,333120,Construction Machinery Manufacturing,Construction Machinery Manufacturing,
42381,42381,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,
423810,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,
42445,42445,Confectionery Merchant Wholesalers,Confectionery Merchant Wholesalers,
424450,424450,Confectionery Merchant Wholesalers,Confectionery Merchant Wholesalers,
311352,311352,Confectionery Manufacturing from Purchased Chocolate,Confectionery Manufacturing from Purchased Chocolate,
445292,445292,Confectionery and Nut Stores,Confectionery and Nut Retailers,*
32733,32733,"Concrete Pipe, Brick, and Block ManufacturingT","Concrete Pipe, Brick, and Block ManufacturingT",
327332,327332,Concrete Pipe Manufacturing,Concrete Pipe Manufacturing,
327331,327331,Concrete Block and Brick Manufacturing,Concrete Block and Brick Manufacturing,
518,518,"Data Processing, Hosting, and Related ServicesT","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related ServicesT",*
5182,5182,"Data Processing, Hosting, and Related ServicesT","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related ServicesT",*
51821,51821,"Data Processing, Hosting, and Related ServicesT","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related ServicesT",*
518210,518210,"Data Processing, Hosting, and Related Services","Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",*
61142,61142,Computer TrainingT,Computer TrainingT,
611420,611420,Computer Training,Computer Training,
334118,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
541512,541512,Computer Systems Design Services,Computer Systems Design Services,
5415,5415,Computer Systems Design and Related ServicesT,Computer Systems Design and Related ServicesT,
54151,54151,Computer Systems Design and Related ServicesT,Computer Systems Design and Related ServicesT,
334112,334112,Computer Storage Device Manufacturing,Computer Storage Device Manufacturing,
541513,541513,Computer Facilities Management Services,Computer Facilities Management Services,
3341,3341,Computer and Peripheral Equipment ManufacturingT,Computer and Peripheral Equipment ManufacturingT,
33411,33411,Computer and Peripheral Equipment ManufacturingT,Computer and Peripheral Equipment ManufacturingT,
334,334,Computer and Electronic Product ManufacturingT,Computer and Electronic Product ManufacturingT,
42343,42343,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
423430,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,
485112,485112,Commuter Rail Systems,Commuter Rail Systems,
62422,62422,Community Housing ServicesT,Community Housing ServicesT,
62421,62421,Community Food ServicesT,Community Food ServicesT,
624210,624210,Community Food Services,Community Food Services,
6242,6242,"Community Food and Housing, and Emergency and Other Relief ServicesT","Community Food and Housing, and Emergency and Other Relief ServicesT",
3342,3342,Communications Equipment ManufacturingT,Communications Equipment ManufacturingT,
33592,33592,Communication and Energy Wire and Cable ManufacturingT,Communication and Energy Wire and Cable ManufacturingT,
323113,323113,Commercial Screen Printing,Commercial Screen Printing,
323111,323111,Commercial Printing (except Screen and Books),Commercial Printing (except Screen and Books),
541922,541922,Commercial Photography,Commercial Photography,
52211,52211,Commercial Banking,Commercial Banking,
522110,522110,Commercial Banking,Commercial Banking,
311812,311812,Commercial Bakeries,Commercial Bakeries,
3333,3333,Commercial and Service Industry Machinery ManufacturingT,Commercial and Service Industry Machinery ManufacturingT,
33331,33331,Commercial and Service Industry Machinery ManufacturingT,Commercial and Service Industry Machinery ManufacturingT,
23622,23622,Commercial and Institutional Building ConstructionT,Commercial and Institutional Building ConstructionT,
236220,236220,Commercial and Institutional Building Construction,Commercial and Institutional Building Construction,
5324,5324,Commercial and Industrial Machinery and Equipment Rental and LeasingT,Commercial and Industrial Machinery and Equipment Rental and LeasingT,
8113,8113,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,
81131,81131,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and MaintenanceT,
811310,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
532411,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing","Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing",
6113,6113,"Colleges, Universities, and Professional SchoolsT","Colleges, Universities, and Professional SchoolsT",
61131,61131,"Colleges, Universities, and Professional SchoolsT","Colleges, Universities, and Professional SchoolsT",
611310,611310,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",
56144,56144,Collection AgenciesT,Collection AgenciesT,
561440,561440,Collection Agencies,Collection Agencies,
81231,81231,Coin-Operated Laundries and Drycleaners,Coin-Operated Laundries and Drycleaners,
812310,812310,Coin-Operated Laundries and Drycleaners,Coin-Operated Laundries and Drycleaners,
31192,31192,Coffee and Tea ManufacturingT,Coffee and Tea ManufacturingT,
311920,311920,Coffee and Tea Manufacturing,Coffee and Tea Manufacturing,
3328,3328,"Coating, Engraving, Heat Treating, and Allied ActivitiesT","Coating, Engraving, Heat Treating, and Allied ActivitiesT",
33281,33281,"Coating, Engraving, Heat Treating, and Allied ActivitiesT","Coating, Engraving, Heat Treating, and Allied ActivitiesT",
483114,483114,Coastal and Great Lakes Passenger Transportation,Coastal and Great Lakes Passenger Transportation,
483113,483113,Coastal and Great Lakes Freight Transportation,Coastal and Great Lakes Freight Transportation,
2121,2121,Coal MiningT,Coal MiningT,
21211,21211,Coal MiningT,Coal MiningT,
42352,42352,Coal and Other Mineral and Ore Merchant Wholesalers,Coal and Other Mineral and Ore Merchant Wholesalers,
423520,423520,Coal and Other Mineral and Ore Merchant Wholesalers,Coal and Other Mineral and Ore Merchant Wholesalers,
3271,3271,Clay Product and Refractory ManufacturingT,Clay Product and Refractory ManufacturingT,
32712,32712,Clay Building Material and Refractories ManufacturingT,Clay Building Material and Refractories ManufacturingT,
327120,327120,Clay Building Material and Refractories Manufacturing,Clay Building Material and Refractories Manufacturing,
524291,524291,Claims Adjusting,Claims Adjusting,
8134,8134,Civic and Social Organizations,Civic and Social Organizations,
81341,81341,Civic and Social Organizations,Civic and Social Organizations,
813410,813410,Civic and Social Organizations,Civic and Social Organizations,
11132,11132,Citrus (except Orange) GrovesT,Citrus (except Orange) GrovesT,
111320,111320,Citrus (except Orange) Groves,Citrus (except Orange) Groves,
31135,31135,Chocolate and Confectionery ManufacturingT,Chocolate and Confectionery ManufacturingT,
311351,311351,Chocolate and Confectionery Manufacturing from Cacao Beans,Chocolate and Confectionery Manufacturing from Cacao Beans,
6244,6244,Child Day Care ServicesT,Child Care ServicesT,*
62441,62441,Child Day Care ServicesT,Child Care ServicesT,*
624410,624410,Child Day Care Services,Child Care Services,*
62411,62411,Child and Youth ServicesT,Child and Youth ServicesT,
624110,624110,Child and Youth Services,Child and Youth Services,
11231,11231,Chicken Egg ProductionT,Chicken Egg ProductionT,
112310,112310,Chicken Egg Production,Chicken Egg Production,
325,325,Chemical ManufacturingT,Chemical ManufacturingT,
4246,4246,Chemical and Allied Products Merchant Wholesalers,Chemical and Allied Products Merchant Wholesalers,
311513,311513,Cheese Manufacturing,Cheese Manufacturing,
4855,4855,Charter Bus IndustryT,Charter Bus IndustryT,
48551,48551,Charter Bus IndustryT,Charter Bus IndustryT,
485510,485510,Charter Bus Industry,Charter Bus Industry,
81222,81222,Cemeteries and Crematories,Cemeteries and Crematories,
812220,812220,Cemeteries and Crematories,Cemeteries and Crematories,
32731,32731,Cement ManufacturingT,Cement ManufacturingT,
327310,327310,Cement Manufacturing,Cement Manufacturing,
3273,3273,Cement and Concrete Product ManufacturingT,Cement and Concrete Product ManufacturingT,
1121,1121,Cattle Ranching and FarmingT,Cattle Ranching and FarmingT,
112112,112112,Cattle Feedlots,Cattle Feedlots,
72232,72232,CaterersT,CaterersT,
722320,722320,Caterers,Caterers,
71321,71321,Casinos (except Casino Hotels)T,Casinos (except Casino Hotels)T,
713210,713210,Casinos (except Casino Hotels),Casinos (except Casino Hotels),
72112,72112,Casino HotelsT,Casino HotelsT,
721120,721120,Casino Hotels,Casino Hotels,
56174,56174,Carpet and Upholstery Cleaning ServicesT,Carpet and Upholstery Cleaning ServicesT,
561740,561740,Carpet and Upholstery Cleaning Services,Carpet and Upholstery Cleaning Services,
31411,31411,Carpet and Rug MillsT,Carpet and Rug MillsT,
314110,314110,Carpet and Rug Mills,Carpet and Rug Mills,
335991,335991,Carbon and Graphite Product Manufacturing,Carbon and Graphite Product Manufacturing,
811192,811192,Car Washes,Car Washes,
334416,334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing","Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",
311314,311314,Cane Sugar Manufacturing,Cane Sugar Manufacturing,
722514,722514,"Cafeterias, Grill Buffets, and Buffets","Cafeterias, Grill Buffets, and Buffets",
8139,8139,"Business, Professional, Labor, Political, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations",
5614,5614,Business Support ServicesT,Business Support ServicesT,
56143,56143,Business Service CentersT,Business Service CentersT,
6114,6114,Business Schools and Computer and Management TrainingT,Business Schools and Computer and Management TrainingT,
81391,81391,Business Associations,Business Associations,
813910,813910,Business Associations,Business Associations,
61141,61141,Business and Secretarial SchoolsT,Business and Secretarial SchoolsT,
611410,611410,Business and Secretarial Schools,Business and Secretarial Schools,
485113,485113,Bus and Other Motor Vehicle Transit Systems,Bus and Other Motor Vehicle Transit Systems,
339995,339995,Burial Casket Manufacturing,Burial Casket Manufacturing,
4441,4441,Building Material and Supplies Dealers,Building Material and Supplies Dealers,
444,444,Building Material and Garden Equipment and Supplies Dealers,Building Material and Garden Equipment and Supplies Dealers,****
